-2	200	300
-1.95	201	301
-1.9	202	302
-1.85	203	303
-1.8	204	304
-1.75	205	305
-1.7	206	306
-1.65	207	307
-1.6	208	308
-1.55	209	309
-1.5	210	310
-1.45	211	311
-1.4	212	312
-1.35	213	313
-1.3	214	314
-1.25	215	315
-1.2	216	316
-1.15	217	317
-1.1	218	318
-1.05	219	319
-1	220	320
-0.95	221	321
-0.9	222	322
-0.85	223	323
-0.8	224	324
-0.75	225	325
-0.7	226	326
-0.65	227	327
-0.6	228	328
-0.55	229	329
-0.5	230	330
-0.45	231	331
-0.4	232	332
-0.35	233	333
-0.3	234	334
-0.25	235	335
-0.2	236	336
-0.15	237	337
-0.1	238	338
-0.05	239	339
0	240	340
0.05	241	341
0.1	242	342
0.15	243	343
0.2	244	344
0.25	245	345
0.3	246	346
0.35	247	347
0.4	248	348
0.45	249	349
0.5	250	350
0.55	251	351
0.6	252	352
0.65	253	353
0.7	254	354
0.75	255	355
0.8	256	356
0.85	257	357
0.9	258	358
0.95	259	359
1	260	360
1.05	261	361
1.1	262	362
1.15	263	363
1.2	264	364
1.25	265	365
1.3	266	366
1.35	267	367
1.4	268	368
1.45	269	369
1.5	270	370
1.55	271	371
1.6	272	372
1.65	273	373
1.7	274	374
1.75	275	375
1.8	276	376
1.85	277	377
1.9	278	378
1.95	279	379
2	280	380
2.05	281	381
2.1	282	382
2.15	283	383
2.2	284	384
2.25	285	385
2.3	286	386
2.35	287	387
2.4	288	388
2.45	289	389
2.5	290	390
2.55	291	391
2.6	292	392
2.65	293	393
2.7	294	394
2.75	295	395
2.8	296	396
2.85	297	397
2.9	298	398
2.95	299	399
3	300	400
3.05	301	401
3.1	302	402
3.15	303	403
3.2	304	404
3.25	305	405
3.3	306	406
3.35	307	407
3.4	308	408
3.45	309	409
3.5	310	410
3.55	311	411
3.6	312	412
3.65	313	413
3.7	314	414
3.75	315	415
3.8	316	416
3.85	317	417
3.9	318	418
3.95	319	419
4	320	420
4.05	321	421
4.1	322	422
4.15	323	423
4.2	324	424
4.25	325	425
4.3	326	426
4.35	327	427
4.4	328	428
4.45	329	429
4.5	330	430
4.55	331	431
4.6	332	432
4.65	333	433
4.7	334	434
4.75	335	435
4.8	336	436
4.85	337	437
4.9	338	438
4.95	339	439
5	340	440
5.05	341	441
5.1	342	442
5.15	343	443
5.2	344	444
5.25	345	445
5.3	346	446
5.35	347	447
5.4	348	448
5.45	349	449
5.5	350	450
5.55	351	451
5.6	352	452
5.65	353	453
5.7	354	454
5.75	355	455
5.8	356	456
5.85	357	457
5.9	358	458
5.95	359	459
6	360	460
6.05	361	461
6.1	362	462
6.15	363	463
6.2	364	464
6.25	365	465
6.3	366	466
6.35	367	467
6.4	368	468
6.45	369	469
6.5	370	470
6.55	371	471
6.6	372	472
6.65	373	473
6.7	374	474
6.75	375	475
6.8	376	476
6.85	377	477
6.9	378	478
6.95	379	479
7	380	480
7.05	381	481
7.1	382	482
7.15	383	483
7.2	384	484
7.25	385	485
7.3	386	486
7.35	387	487
7.4	388	488
7.45	389	489
7.5	390	490
7.55	391	491
7.6	392	492
7.65	393	493
7.7	394	494
7.75	395	495
7.8	396	496
7.85	397	497
7.9	398	498
7.95	399	499
8	400	500
8.05	401	501
8.1	402	502
8.15	403	503
8.2	404	504
8.25	405	505
8.3	406	506
8.35	407	507
8.4	408	508
8.45	409	509
8.5	410	510
8.55	411	511
8.6	412	512
8.65	413	513
8.7	414	514
8.75	415	515
8.8	416	516
8.85	417	517
8.9	418	518
8.95	419	519
9	420	520
9.05	421	521
9.1	422	522
9.15	423	523
9.2	424	524
9.25	425	525
9.3	426	526
9.35	427	527
9.4	428	528
9.45	429	529
9.5	430	530
9.55	431	531
9.6	432	532
9.65	433	533
9.7	434	534
9.75	435	535
9.8	436	536
9.85	437	537
9.9	438	538
9.95	439	539
10	440	540
10.05	441	541
10.1	442	542
10.15	443	543
10.2	444	544
10.25	445	545
10.3	446	546
10.35	447	547
10.4	448	548
